kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_srad,koi_teq,koi_steff,koi_slogg,koi_smet,koi_kepmag,koi_model_snr,koi_num_transits
K00521.01,CONFIRMED,CANDIDATE,1.0,10.161023528,3.1627,1653.9,4.62,1.06,904.0,6032.0,4.387,-0.14,14.633,111.1,133.0
K00522.01,CANDIDATE,CANDIDATE,1.0,12.82993461,2.942,1417.4,3.31,0.844,734.0,5862.0,4.555,-0.28,14.406,79.6,107.0
K00523.01,CONFIRMED,CANDIDATE,0.989,49.41121127,5.278,3184.0,6.77,1.015,497.0,5768.0,4.434,0.14,15.0,125.4,28.0
K00523.02,CONFIRMED,CANDIDATE,1.0,36.8567758,7.495,714.1,2.68,1.015,549.0,5768.0,4.434,0.14,15.0,43.8,38.0
K02964.02,FALSE POSITIVE,FALSE POSITIVE,0.189,35.080928,6.92,100.7,1.21,1.126,610.0,6007.0,4.353,0.0,14.089,7.6,32.0
K00574.02,CONFIRMED,CANDIDATE,0.999,10.39986173,3.377,275.3,1.5,0.826,678.0,4963.0,4.501,0.16,14.859,22.8,127.0
K00090.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.828206212,1.737,132.3,3.88,3.227,3274.0,5812.0,3.598,-0.1,11.743,68.1,1616.0
K00575.01,CONFIRMED,CANDIDATE,1.0,24.31574009,4.1344,643.3,2.8,1.047,683.0,6242.0,4.442,-0.1,14.686,42.5,55.0
K00576.01,FALSE POSITIVE,FALSE POSITIVE,0.0,199.443024,7.409,4036.0,9.3,1.153,332.0,5646.0,4.278,0.0,14.546,55.1,7.0
K00577.01,CONFIRMED,CANDIDATE,0.926,39.6766071,5.04,611.2,2.29,0.888,473.0,5244.0,4.449,0.02,14.405,24.9,16.0
K04260.03,FALSE POSITIVE,FALSE POSITIVE,0.047,358.66044,16.732,133.8,1.62,1.406,304.0,5619.0,4.07,-0.32,11.443,15.6,3.0
K00421.01,CONFIRMED,CANDIDATE,1.0,4.454194254,2.3061,16041.5,11.76,0.915,1017.0,5359.0,4.425,-0.06,14.995,1022.2,299.0
K00422.01,CANDIDATE,CANDIDATE,0.0,809.0141881,8.3017,16311.3,14.38,1.047,216.0,6230.0,4.397,-0.3,14.74,212.9,4.0
K00423.01,CONFIRMED,CANDIDATE,1.0,21.0871953,5.92691,8894.7,14.43,1.522,873.0,6266.0,4.101,-0.28,14.327,556.2,52.0
K00424.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.575631524,2.59202,25626.6,28.66,0.858,1577.0,6202.0,4.537,-0.62,14.731,465.4,847.0
K00070.04,CONFIRMED,CANDIDATE,0.999,6.09855603,2.9815,84.4,0.84,0.925,927.0,5465.0,4.449,0.02,12.498,24.8,196.0
K01278.05,FALSE POSITIVE,FALSE POSITIVE,0.174,203.250506,9.81,238.9,1.35,0.872,292.0,5600.0,4.455,-0.36,15.204,7.0,7.0
K00477.01,CONFIRMED,CANDIDATE,1.0,16.54295261,3.8516,726.0,2.31,0.867,611.0,5215.0,4.518,0.28,14.687,36.1,63.0
K00478.01,CONFIRMED,CANDIDATE,1.0,11.023474798,1.4814,1795.5,2.46,0.537,429.0,3744.0,4.718,0.2,14.273,77.2,96.0
K00479.01,CONFIRMED,CANDIDATE,1.0,34.18884323,5.3278,1063.2,2.97,0.925,526.0,5515.0,4.453,0.0,14.106,83.9,41.0
K00480.01,CONFIRMED,CANDIDATE,1.0,4.30165843,2.1055,739.4,2.42,0.865,1009.0,5480.0,4.509,-0.04,14.332,88.3,314.0
K00481.01,CONFIRMED,CANDIDATE,1.0,7.650243513,2.752,981.4,2.3,0.746,772.0,5409.0,4.609,-0.3,14.701,98.8,178.0
K02298.03,CANDIDATE,CANDIDATE,0.425,2.47240869,1.87,47.5,0.36,0.525,887.0,4729.0,4.726,-1.42,13.831,9.0,519.0
K00524.01,CONFIRMED,CANDIDATE,1.0,4.592393816,2.2748,1027.7,2.51,0.796,924.0,5351.0,4.582,-0.04,14.868,105.9,288.0
K00525.01,CANDIDATE,CANDIDATE,0.0,11.53029332,1.8385,1209.3,3.98,1.152,873.0,5770.0,4.289,-0.06,14.539,57.6,117.0
K00085.01,CONFIRMED,CANDIDATE,1.0,5.859935955,4.0185,322.8,2.56,1.424,1246.0,6181.0,4.22,0.14,11.018,186.7,232.0
K00526.01,CONFIRMED,CANDIDATE,1.0,2.104721971,1.7547,905.5,2.89,0.975,1365.0,5703.0,4.498,0.36,14.427,153.3,632.0
K00527.01,FALSE POSITIVE,FALSE POSITIVE,0.0,10.63624422,5.055,231.7,1.58,0.774,756.0,5834.0,4.591,-0.54,14.433,24.7,126.0
K03091.02,CANDIDATE,CANDIDATE,0.879,7.9069765,4.634,126.1,1.13,0.996,994.0,6347.0,4.464,-0.34,15.372,8.3,161.0
K00578.01,CONFIRMED,CANDIDATE,1.0,6.412512953,5.2677,1156.4,3.89,1.108,1069.0,6026.0,4.366,-0.02,14.684,183.1,214.0
K00579.01,CONFIRMED,CANDIDATE,1.0,2.019997006,1.8073,332.8,1.46,0.787,1166.0,5103.0,4.562,0.04,14.137,52.1,665.0
K00579.02,CONFIRMED,CANDIDATE,1.0,3.763041531,1.6011,354.5,1.63,0.787,948.0,5103.0,4.562,0.04,14.137,37.9,325.0
K00580.01,CONFIRMED,CANDIDATE,1.0,6.521209629,2.7975,760.4,2.54,0.898,932.0,5822.0,4.529,-0.06,14.856,69.8,201.0
K00581.01,CONFIRMED,CANDIDATE,1.0,6.996926239,2.7374,1317.4,3.21,0.893,888.0,5713.0,4.541,0.07,14.807,101.6,190.0
K04288.04,CANDIDATE,CANDIDATE,0.676,13.9509565,5.231,35.7,0.75,1.227,849.0,5888.0,4.275,0.06,12.4,11.2,89.0
K00425.01,FALSE POSITIVE,FALSE POSITIVE,0.0,5.428344915,1.8931,13756.0,14.88,0.965,1033.0,5936.0,4.501,0.07,14.694,140.2,199.0
K00426.01,CANDIDATE,CANDIDATE,1.0,16.30141333,3.5764,942.3,3.84,1.138,805.0,6072.0,4.328,-0.14,14.733,62.4,81.0
K00427.01,CONFIRMED,CANDIDATE,1.0,24.61480613,2.6602,1798.0,4.2,0.986,586.0,5312.0,4.384,0.16,14.621,68.4,54.0
K00427.02,CONFIRMED,CANDIDATE,1.0,42.949522,5.4154,959.1,2.98,0.986,487.0,5312.0,4.384,0.16,14.621,40.7,31.0
K00427.03,CONFIRMED,CANDIDATE,0.995,117.033521,6.822,770.4,2.68,0.986,349.0,5312.0,4.384,0.16,14.621,21.9,11.0
K01289.02,FALSE POSITIVE,FALSE POSITIVE,0.001,386.39833,8.519,748.0,2.2,0.812,214.0,5284.0,4.523,-0.12,15.399,4.9,3.0
K00481.02,CONFIRMED,CANDIDATE,1.0,1.55400389,1.7664,465.8,1.59,0.746,1313.0,5409.0,4.609,-0.3,14.701,82.1,836.0
K00481.03,CONFIRMED,CANDIDATE,1.0,34.25951418,4.7743,1072.5,2.41,0.746,468.0,5409.0,4.609,-0.3,14.701,66.1,34.0
K00081.01,FALSE POSITIVE,FALSE POSITIVE,0.0,23.8761144,9.3113,1611.7,10.45,2.533,1481.0,9974.0,4.048,0.21,11.409,225.5,57.0
K00482.01,FALSE POSITIVE,FALSE POSITIVE,0.0,4.99270186,3.1008,557.4,26.6,0.951,1051.0,5724.0,4.429,-0.18,14.917,42.3,269.0
K00483.01,CONFIRMED,CANDIDATE,1.0,4.79860021,3.0384,817.4,2.51,0.847,978.0,5631.0,4.557,-0.06,14.675,88.1,215.0
K00255.03,FALSE POSITIVE,FALSE POSITIVE,0.122,7.7333361,2.807,126.9,0.57,0.511,479.0,3780.0,4.746,-0.02,15.108,9.3,166.0
K00528.01,CONFIRMED,CANDIDATE,1.0,9.57665962,3.3603,746.8,2.88,1.076,846.0,5386.0,4.322,0.18,14.598,82.6,144.0
K00528.02,CONFIRMED,CANDIDATE,1.0,96.6781852,5.6957,951.3,3.29,1.076,392.0,5386.0,4.322,0.18,14.598,44.7,15.0
K00528.03,CONFIRMED,CANDIDATE,1.0,20.55280311,2.2013,727.3,2.99,1.076,656.0,5386.0,4.322,0.18,14.598,42.4,59.0
K00529.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.023123903,1.1829,1288.9,2.87,0.803,1266.0,5559.0,4.578,-0.18,14.977,76.0,656.0
K00530.01,CONFIRMED,CANDIDATE,1.0,10.94026745,2.3494,538.6,2.08,0.864,764.0,5749.0,4.547,-0.1,14.909,30.6,123.0
K03138.02,CONFIRMED,FALSE POSITIVE,0.374,19.5352551,1.013,1732.0,0.53,0.118,161.0,2703.0,5.274,0.0,17.131,5.9,39.0
K00531.01,CANDIDATE,CANDIDATE,1.0,3.687469832,1.0668,5057.6,5.78,0.606,690.0,4004.0,4.659,0.12,14.418,363.9,363.0
K00581.02,CONFIRMED,CANDIDATE,0.962,151.863949,8.577,747.0,2.41,0.893,318.0,5713.0,4.541,0.07,14.807,22.5,9.0
K00582.01,CONFIRMED,CANDIDATE,0.989,5.945043548,2.7004,800.2,2.69,0.868,857.0,5105.0,4.469,0.14,14.808,67.6,225.0
K00092.01,CONFIRMED,CANDIDATE,0.972,65.7045275,3.3104,636.1,2.78,1.043,472.0,5918.0,4.403,-0.04,11.667,70.4,20.0
K00582.02,CONFIRMED,CANDIDATE,0.994,17.73842886,3.0049,605.5,2.47,0.868,596.0,5105.0,4.469,0.14,14.808,29.8,68.0
K04260.04,CANDIDATE,CANDIDATE,0.971,84.799829,15.21,56.1,1.16,1.406,491.0,5619.0,4.07,-0.32,11.443,14.4,16.0
K00582.03,CONFIRMED,CANDIDATE,0.559,9.93962361,3.432,300.1,1.93,0.868,722.0,5105.0,4.469,0.14,14.808,21.5,129.0
K00428.01,CONFIRMED,CANDIDATE,1.0,6.8731664,6.8569,3753.8,13.44,2.179,1482.0,6490.0,3.942,0.08,14.588,535.5,156.0
K00429.01,CONFIRMED,CANDIDATE,1.0,8.600099313,4.0077,2791.6,4.17,0.805,760.0,5246.0,4.501,-0.24,14.486,209.2,127.0
K00430.01,CONFIRMED,CANDIDATE,1.0,12.37646897,2.7075,1709.0,2.53,0.607,483.0,4200.0,4.664,-0.12,14.897,81.2,83.0
K00430.02,CANDIDATE,CANDIDATE,0.998,9.340538,2.57,200.8,0.84,0.607,530.0,4200.0,4.664,-0.12,14.897,11.1,112.0
K01353.03,CONFIRMED,CANDIDATE,0.343,330.071558,4.295,616.7,2.94,1.115,286.0,5933.0,4.342,-0.06,13.956,10.6,4.0
K00431.01,CONFIRMED,CANDIDATE,1.0,18.87022157,3.1404,1096.6,2.82,0.865,621.0,5402.0,4.452,-0.24,14.262,72.7,71.0
K00070.05,CONFIRMED,CANDIDATE,0.963,19.5776073,3.382,98.1,0.9,0.925,628.0,5465.0,4.449,0.02,12.498,17.2,60.0
K00484.01,CONFIRMED,CANDIDATE,1.0,17.20522898,3.6688,1080.6,2.22,0.689,553.0,5211.0,4.643,-0.4,14.472,75.7,78.0
K00485.01,FALSE POSITIVE,FALSE POSITIVE,0.0,17.90766147,5.396,1089.3,4.89,0.993,731.0,6153.0,4.471,-0.14,14.162,78.4,79.0
K00486.01,CONFIRMED,CANDIDATE,1.0,22.18332255,5.1364,748.1,2.78,1.03,646.0,5565.0,4.361,0.0,14.118,70.3,63.0
K02342.02,FALSE POSITIVE,FALSE POSITIVE,0.269,354.78194,6.46,193.0,30.53,1.525,325.0,5798.0,4.025,-0.4,13.037,7.7,3.0
K00487.01,CONFIRMED,CANDIDATE,1.0,7.65880048,3.0427,668.2,2.19,0.855,858.0,5657.0,4.508,-0.26,14.528,57.6,179.0
K00488.01,CONFIRMED,CANDIDATE,1.0,9.3789167,3.3427,563.5,2.03,0.808,803.0,5684.0,4.493,-0.66,14.72,42.6,141.0
K00532.01,CONFIRMED,CANDIDATE,1.0,4.221626193,3.0619,658.0,2.87,0.987,1176.0,6123.0,4.472,-0.14,14.708,83.7,317.0
K00533.01,CONFIRMED,CANDIDATE,1.0,16.54967098,4.3808,744.5,2.95,0.916,656.0,5372.0,4.434,-0.02,14.68,46.8,83.0
K00085.02,CONFIRMED,CANDIDATE,1.0,2.154911236,3.1341,99.7,1.42,1.424,1740.0,6181.0,4.22,0.14,11.018,83.0,576.0
K00317.02,CANDIDATE,CANDIDATE,0.812,11.505879,5.583,49.8,0.99,1.403,1000.0,6336.0,4.266,0.34,12.885,12.5,113.0
K00533.02,CONFIRMED,CANDIDATE,0.999,3.52467888,2.484,129.7,1.46,0.916,1098.0,5372.0,4.434,-0.02,14.68,12.3,370.0
K00534.01,CONFIRMED,CANDIDATE,1.0,6.400157105,2.0004,743.2,2.52,0.766,810.0,5299.0,4.597,-0.14,14.613,49.1,170.0
K00583.01,CONFIRMED,CANDIDATE,1.0,2.437029217,3.2005,244.0,2.04,1.329,1513.0,5573.0,4.177,0.16,14.573,49.0,552.0
K00584.01,CONFIRMED,CANDIDATE,1.0,9.9267215,3.8428,725.5,2.76,0.982,803.0,5475.0,4.43,0.24,14.129,97.3,134.0
K00584.02,CONFIRMED,CANDIDATE,1.0,21.22349325,4.9416,582.9,2.63,0.982,623.0,5475.0,4.43,0.24,14.129,60.2,62.0
K00584.03,CONFIRMED,CANDIDATE,0.932,6.47027706,3.343,116.9,1.15,0.982,926.0,5475.0,4.43,0.24,14.129,18.3,195.0
K00585.01,CONFIRMED,CANDIDATE,1.0,3.722158895,1.9941,757.4,2.33,0.806,1046.0,5617.0,4.574,-0.22,14.911,70.3,357.0
K00431.02,CONFIRMED,CANDIDATE,0.997,46.9026431,3.9264,821.3,2.6,0.865,458.0,5402.0,4.452,-0.24,14.262,40.6,31.0
K00432.01,CONFIRMED,CANDIDATE,1.0,5.263415218,2.1446,1030.7,3.77,1.028,1103.0,6099.0,4.456,0.02,14.279,117.0,252.0
K00433.01,CONFIRMED,CANDIDATE,1.0,4.030466786,2.7734,2908.3,4.48,0.854,970.0,5234.0,4.542,0.3,14.924,227.4,264.0
K01437.02,FALSE POSITIVE,FALSE POSITIVE,0.0,9.27989,3.33,164.3,1.29,0.967,897.0,6052.0,4.456,-0.26,15.28,8.6,112.0
K00433.02,CONFIRMED,CANDIDATE,0.992,328.240201,12.2726,13888.6,10.99,0.854,224.0,5234.0,4.542,0.3,14.924,287.6,5.0
K00434.01,FALSE POSITIVE,FALSE POSITIVE,0.0,22.264806569,8.7941,19372.6,12.34,0.813,585.0,5681.0,4.566,-0.26,14.626,873.4,61.0
K00489.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.217038096,1.8575,543.7,3.23,1.276,1697.0,6521.0,4.352,0.21,14.613,49.5,605.0
K00489.02,FALSE POSITIVE,FALSE POSITIVE,,8.874603,2.88,93.3,1.24,1.278,1070.0,6517.0,4.349,0.21,14.613,5.4,
K00490.01,CONFIRMED,CANDIDATE,1.0,4.393157678,2.4455,447.2,1.41,0.692,807.0,4799.0,4.631,-0.02,14.023,63.0,298.0
K02583.02,FALSE POSITIVE,FALSE POSITIVE,0.217,251.7512,4.314,114.3,1.25,0.921,272.0,5640.0,4.492,0.06,12.623,7.5,6.0
K00082.01,CONFIRMED,CANDIDATE,1.0,16.145671932,3.7236,941.1,2.48,0.741,546.0,4900.0,4.602,0.08,11.492,242.7,84.0
K00490.02,CONFIRMED,CANDIDATE,0.0,1071.232624,16.1784,19045.6,9.27,0.692,129.0,4799.0,4.631,-0.02,14.023,544.2,3.0
K00534.02,CONFIRMED,CANDIDATE,1.0,2.735900074,1.9359,428.9,1.56,0.766,1075.0,5299.0,4.597,-0.14,14.613,44.5,375.0
K00535.01,CONFIRMED,CANDIDATE,1.0,5.852968845,4.5973,1146.5,3.46,1.013,1056.0,6050.0,4.45,-0.04,14.434,152.4,181.0
K00536.01,CONFIRMED,CANDIDATE,0.921,81.1701587,8.358,1183.2,4.71,1.165,436.0,5460.0,4.263,0.16,14.499,51.0,11.0
K03191.02,FALSE POSITIVE,FALSE POSITIVE,0.598,371.17573,8.2,133.7,4.07,3.218,610.0,9030.0,3.822,0.07,11.471,12.1,4.0
K00537.01,CONFIRMED,CANDIDATE,1.0,2.820190603,2.554,467.5,2.53,1.121,1367.0,5831.0,4.359,0.16,14.665,64.2,380.0
K00538.01,CONFIRMED,CANDIDATE,1.0,21.21712312,5.89,636.0,2.97,1.007,706.0,6191.0,4.438,-0.24,14.56,56.2,62.0
K00539.01,FALSE POSITIVE,FALSE POSITIVE,,200.0,7.27,,,,,,,,14.133,,
K00586.01,CONFIRMED,CANDIDATE,1.0,15.77980122,4.0369,541.4,2.11,0.911,713.0,5941.0,4.519,-0.14,14.608,39.4,86.0
K00587.01,CONFIRMED,CANDIDATE,1.0,14.03490255,3.638,851.8,2.41,0.785,641.0,5258.0,4.513,-0.32,14.574,60.9,74.0
K00588.01,CONFIRMED,CANDIDATE,1.0,10.35586478,2.8431,660.9,1.92,0.778,620.0,4646.0,4.539,0.34,14.337,49.5,129.0
K00094.01,CONFIRMED,CANDIDATE,0.994,22.342964828,6.66405,5612.8,9.99,1.331,785.0,6181.0,4.234,-0.02,12.205,1118.9,30.0
K00590.01,CONFIRMED,CANDIDATE,1.0,11.38840217,3.6949,438.0,3.04,1.456,979.0,5876.0,4.151,0.14,14.615,34.7,93.0
K00435.01,CONFIRMED,CANDIDATE,1.0,20.5498184,5.5484,1564.3,4.04,0.971,657.0,5688.0,4.415,-0.12,14.534,123.1,67.0
K00435.02,CANDIDATE,CANDIDATE,,934.09418462,17.489,8709.6,7.89,0.832,177.0,5937.0,4.559,-0.4,14.534,135.5,
K00436.01,CANDIDATE,CANDIDATE,0.804,199.83920527,4.378,44490.0,21.48,0.869,276.0,5457.0,4.548,0.2,14.74,590.6,6.0
K01437.03,FALSE POSITIVE,FALSE POSITIVE,0.471,17.4217322,4.718,208.4,1.42,0.967,727.0,6052.0,4.456,-0.26,15.28,9.3,54.0
K00437.01,CANDIDATE,CANDIDATE,0.0,15.84132627,1.8215,31083.0,16.84,0.702,575.0,5119.0,4.575,-0.5,14.497,135.8,83.0
K00438.01,CONFIRMED,CANDIDATE,1.0,5.931196562,2.4999,1007.4,2.01,0.539,562.0,3984.0,4.72,-0.22,14.258,90.5,224.0
K00072.01,CONFIRMED,CANDIDATE,0.0,0.837491225,1.796,190.4,1.43,1.044,1980.0,5676.0,4.347,-0.12,10.961,189.5,1245.0
K00490.03,CONFIRMED,CANDIDATE,0.987,7.40611676,2.8826,417.9,1.37,0.692,678.0,4799.0,4.631,-0.02,14.023,49.6,171.0
K00490.04,CONFIRMED,CANDIDATE,0.997,21.803708,3.369,246.4,1.11,0.692,473.0,4799.0,4.631,-0.02,14.023,18.5,53.0
K00491.01,FALSE POSITIVE,FALSE POSITIVE,0.0,4.66229074,3.73,345.4,24.12,1.025,1166.0,6191.0,4.454,-0.1,14.367,29.8,289.0
K00492.01,CONFIRMED,CANDIDATE,1.0,29.9111886,6.6436,942.0,2.9,0.969,541.0,5275.0,4.397,0.18,14.424,50.8,36.0
K00493.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.908453928,2.5363,427.5,19.44,0.824,1181.0,5786.0,4.558,-0.32,14.722,40.4,459.0
K00494.01,CONFIRMED,CANDIDATE,1.0,25.69581456,4.0251,1130.8,1.7,0.477,314.0,3787.0,4.775,-0.22,14.885,45.1,42.0
K00540.01,FALSE POSITIVE,FALSE POSITIVE,0.0,25.70280003,3.1644,5623.8,33.1,0.835,562.0,5532.0,4.488,-0.36,14.917,67.9,51.0
K00541.01,CONFIRMED,CANDIDATE,1.0,13.64617478,3.4098,633.0,2.06,0.829,678.0,5569.0,4.566,-0.08,14.748,43.4,96.0
K00007.01,CONFIRMED,CANDIDATE,1.0,3.213668926,3.98235,727.8,4.13,1.545,1515.0,5795.0,4.101,0.18,12.211,346.9,335.0
K00085.03,CONFIRMED,CANDIDATE,1.0,8.13121389,4.2386,111.8,1.58,1.424,1117.0,6181.0,4.22,0.14,11.018,55.3,131.0
K00542.01,CONFIRMED,CANDIDATE,0.999,41.8854433,6.763,687.4,3.28,1.028,540.0,5735.0,4.356,-0.2,14.35,47.0,32.0
K00542.02,CONFIRMED,CANDIDATE,0.992,13.81733587,4.261,223.2,2.04,1.028,781.0,5735.0,4.356,-0.2,14.35,20.4,96.0
K00597.03,CONFIRMED,CANDIDATE,0.9,52.8148051,7.309,553.7,3.33,1.439,562.0,5565.0,4.117,0.16,14.915,27.4,26.0
K00598.01,CONFIRMED,CANDIDATE,1.0,8.30783912,3.1516,777.5,2.15,0.786,751.0,5320.0,4.589,-0.06,14.813,66.4,164.0
K00598.02,CONFIRMED,CANDIDATE,0.999,34.0963441,3.896,472.7,1.71,0.786,469.0,5320.0,4.589,-0.06,14.813,21.5,36.0
K00599.01,CONFIRMED,CANDIDATE,1.0,6.45442931,2.6772,586.1,2.48,0.943,999.0,6092.0,4.496,-0.22,14.854,45.3,164.0
K00600.01,CONFIRMED,CANDIDATE,1.0,3.595769013,3.1569,383.7,2.39,1.196,1296.0,5762.0,4.283,0.1,14.827,45.9,303.0
K00438.02,CONFIRMED,CANDIDATE,1.0,52.6615266,3.1592,1078.1,1.87,0.539,271.0,3984.0,4.72,-0.22,14.258,38.4,23.0
K00439.01,CONFIRMED,CANDIDATE,1.0,1.902208647,2.19877,2343.5,4.45,0.937,1346.0,5400.0,4.463,0.24,14.313,363.2,702.0
K01613.03,CANDIDATE,CANDIDATE,0.991,20.605501,3.793,37.1,0.85,1.308,806.0,6099.0,4.193,-0.3,11.049,11.1,48.0
K00440.01,CONFIRMED,CANDIDATE,1.0,15.90688891,3.9879,924.7,2.35,0.797,588.0,5097.0,4.554,0.08,14.172,75.0,86.0
K00440.02,CONFIRMED,CANDIDATE,1.0,4.973455252,1.6519,741.6,2.46,0.797,867.0,5097.0,4.554,0.08,14.172,65.4,258.0
K00441.01,FALSE POSITIVE,FALSE POSITIVE,0.0,30.5528972,5.269,865.2,30.74,1.138,670.0,6284.0,4.349,-0.14,14.532,35.6,44.0
K00495.01,FALSE POSITIVE,FALSE POSITIVE,0.0,4.804469031,3.4587,744.4,3.35,0.809,953.0,5470.0,4.528,-0.28,14.873,67.3,282.0
K00496.01,CONFIRMED,CANDIDATE,1.0,1.616883373,1.6325,437.3,4.47,1.816,1774.0,4868.0,3.902,0.32,14.411,43.9,832.0
K02593.02,CANDIDATE,CANDIDATE,0.498,9.5539134,5.261,26.8,0.68,1.307,1012.0,6175.0,4.299,0.28,11.714,13.1,134.0
K00497.01,CONFIRMED,CANDIDATE,1.0,13.19322809,5.0036,585.7,2.94,1.223,862.0,5946.0,4.309,0.16,14.606,50.9,84.0
K00082.02,CONFIRMED,CANDIDATE,1.0,10.31174786,3.1818,275.9,1.34,0.741,634.0,4900.0,4.602,0.08,11.492,81.7,126.0
K00497.02,CONFIRMED,CANDIDATE,0.996,4.42535097,3.504,179.0,1.63,1.223,1240.0,5946.0,4.309,0.16,14.606,22.1,230.0
K00543.01,CONFIRMED,CANDIDATE,1.0,4.302139338,2.0289,747.2,2.46,0.857,937.0,5041.0,4.479,0.18,14.707,65.5,307.0
K00543.02,CONFIRMED,CANDIDATE,1.0,3.137845914,1.91,305.7,1.5,0.857,1041.0,5041.0,4.479,0.18,14.707,30.8,405.0
K03209.02,CANDIDATE,CANDIDATE,0.57,6.77067637,5.982,65.8,1.9,2.335,1499.0,6337.0,3.893,0.16,11.915,19.6,187.0
K00544.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.74782314,5.133,423.4,25.59,1.053,1253.0,6161.0,4.454,0.07,14.763,53.8,358.0
K00545.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.09173174,1.9719,186.9,1.07,0.788,1488.0,5354.0,4.587,-0.08,14.689,32.2,614.0
K00546.01,CONFIRMED,CANDIDATE,1.0,20.68420772,6.4415,858.5,3.28,1.092,729.0,6246.0,4.433,0.07,14.896,59.6,65.0
K00590.02,CONFIRMED,CANDIDATE,0.955,50.6985408,5.972,610.9,3.58,1.456,595.0,5876.0,4.151,0.14,14.615,30.1,23.0
K00591.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.9926465,1.81,105.9,0.89,0.863,1170.0,5718.0,4.549,-0.08,14.396,16.1,448.0
K00787.03,CANDIDATE,CANDIDATE,0.866,0.589376952,1.71,80.7,0.93,1.015,2162.0,5714.0,4.428,0.16,15.367,11.4,2040.0
K00592.01,CONFIRMED,CANDIDATE,1.0,39.7529915,4.9641,549.3,2.37,1.01,568.0,6072.0,4.411,-0.3,14.292,40.9,35.0
K00593.01,CONFIRMED,CANDIDATE,1.0,9.99760285,3.4423,638.7,2.82,0.977,860.0,6004.0,4.484,-0.02,14.957,39.0,133.0
K00593.02,CONFIRMED,CANDIDATE,1.0,90.4117992,7.106,1265.0,3.96,0.977,413.0,6004.0,4.484,-0.02,14.957,35.4,13.0
K00442.01,CONFIRMED,CANDIDATE,0.982,13.54057461,4.4673,461.0,2.17,1.014,779.0,5767.0,4.389,-0.12,14.002,53.3,99.0
K00442.02,CONFIRMED,CANDIDATE,1.0,1.732346403,2.2139,182.4,1.37,1.014,1546.0,5767.0,4.389,-0.12,14.002,41.2,740.0
K01815.02,CANDIDATE,CANDIDATE,0.974,1.74610057,1.299,54.2,1.24,1.749,1689.0,4854.0,3.939,0.56,13.884,9.2,734.0
K00442.03,CONFIRMED,CANDIDATE,0.868,7.0257409,2.245,190.7,1.56,1.014,969.0,5767.0,4.389,-0.12,14.002,21.2,157.0
K00443.01,CONFIRMED,CANDIDATE,1.0,16.21774917,4.9274,758.3,2.22,0.798,664.0,5837.0,4.577,-0.44,14.2,80.3,85.0
K00444.01,CONFIRMED,CANDIDATE,1.0,11.72291212,4.2064,492.2,2.08,0.953,766.0,5550.0,4.431,0.0,14.112,58.8,113.0
K00498.01,FALSE POSITIVE,FALSE POSITIVE,,8.661374,2.972,160.1,1.32,0.986,945.0,6250.0,4.472,-0.26,14.66,4.7,
K00499.01,CONFIRMED,CANDIDATE,1.0,9.66857386,2.4656,411.7,1.9,0.836,730.0,5288.0,4.541,0.1,14.272,36.9,110.0
K00500.01,CONFIRMED,CANDIDATE,1.0,7.053527145,2.3982,1480.1,2.16,0.567,547.0,4041.0,4.697,-0.14,14.804,92.3,152.0
K00500.02,CONFIRMED,CANDIDATE,1.0,9.521644639,2.3569,1491.3,2.16,0.567,495.0,4041.0,4.697,-0.14,14.804,79.2,106.0
K00500.03,CONFIRMED,CANDIDATE,1.0,3.072146607,1.8732,539.0,1.3,0.567,722.0,4041.0,4.697,-0.14,14.804,44.9,326.0
K00500.04,CONFIRMED,CANDIDATE,1.0,4.645382149,2.0271,565.5,1.33,0.567,629.0,4041.0,4.697,-0.14,14.804,40.4,189.0
K00546.02,CONFIRMED,CANDIDATE,0.999,9.82578495,5.2498,433.3,2.66,1.092,935.0,6246.0,4.433,0.07,14.896,38.1,135.0
K00547.01,CONFIRMED,CANDIDATE,1.0,25.30291816,4.4903,2105.7,3.95,0.888,535.0,5121.0,4.457,0.18,14.773,117.7,56.0
K00548.01,CONFIRMED,CANDIDATE,1.0,21.30020491,4.0852,659.8,2.99,1.168,725.0,6008.0,4.35,0.14,14.02,58.1,65.0
K00087.01,CONFIRMED,CANDIDATE,0.881,289.864067,7.565,529.1,2.34,0.886,257.0,5516.0,4.446,-0.26,11.664,57.4,4.0
K00549.01,FALSE POSITIVE,FALSE POSITIVE,0.0,10.29767658,6.649,655.5,39.14,1.608,1022.0,5671.0,4.075,0.34,14.565,57.0,133.0
K00593.03,CONFIRMED,CANDIDATE,1.0,51.0674355,4.374,597.5,2.44,0.977,499.0,6004.0,4.484,-0.02,14.957,18.7,25.0
K00595.01,FALSE POSITIVE,FALSE POSITIVE,,199.99763493,3.43,,,,,,,,14.949,,
